Coverage,Length,Time,Dataset,Method,Algorithm,m
0.9,2.7975249034391902,0.07323034545815918,Boston,SplitCP,RLM,10
0.93,2.8221404948644846,0.007891814189680475,Boston,SplitCP,RLM,100
1.0,2.8720825650044515,0.9761523556448363,Boston,RO-StabCP,RLM,1
0.9,2.879016676100973,0.9951023127821679,Boston,RO-StabCP,RLM,10
0.93,2.908162006198156,1.0374330771920934,Boston,RO-StabCP,RLM,100
1.0,2.868265646340027,0.9722380476128822,Boston,LOO-StabCP,RLM,1
0.9,2.8757910067852497,0.10079920713087351,Boston,LOO-StabCP,RLM,10
0.93,2.9076936049944044,0.01223474476002931,Boston,LOO-StabCP,RLM,100
1.0,2.841402003883772,0.9841394457181353,Boston,OracleCP,RLM,1
1.0,2.8401741029316536,0.9873846508302057,Boston,OracleCP,RLM,10
0.88,2.8134303156621248,0.9949402386692391,Boston,OracleCP,RLM,100
1.0,2.787131342912587,59.67635170010125,Boston,FullCP,RLM,1
0.9,2.8253755834639893,59.99769344572296,Boston,FullCP,RLM,10
0.87,2.772552684483369,60.917917960199716,Boston,FullCP,RLM,100
1.0,2.7974664496865604,0.7232436840579742,Boston,SplitCP,RLM,1
1.0,3.020055204913887,0.07241420999366296,Boston,SplitCP,RLM,10
0.87,2.7973308324548944,0.007823263373765321,Boston,SplitCP,RLM,100
1.0,2.856499972842701,0.976294982253288,Boston,RO-StabCP,RLM,1
0.9,2.8590714737493417,0.9884938825627054,Boston,RO-StabCP,RLM,10
0.89,2.8336803353093507,0.9995232940803942,Boston,RO-StabCP,RLM,100
1.0,2.8585940163651706,0.9748845635697094,Boston,LOO-StabCP,RLM,1
0.9,2.858817044189934,0.10007213406825684,Boston,LOO-StabCP,RLM,10
0.89,2.8322032699556554,0.012139797940284759,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837524,0.982412079015775,Boston,OracleCP,RLM,1
1.0,2.8655417441773294,0.99096010143657,Boston,OracleCP,RLM,10
0.92,2.889676147387971,0.9888740824160577,Boston,OracleCP,RLM,100
1.0,2.787699161843618,59.6695214702965,Boston,FullCP,RLM,1
1.0,2.838379764950381,60.013938427825785,Boston,FullCP,RLM,10
0.91,2.823918494853812,60.35812313310693,Boston,FullCP,RLM,100
1.0,2.7428984250179282,0.7241152911096239,Boston,SplitCP,RLM,1
1.0,3.204388832927941,0.07326435110251318,Boston,SplitCP,RLM,10
0.95,3.9891423458869557,0.007566591784289903,Boston,SplitCP,RLM,100
1.0,2.862761931376056,0.9757720180222982,Boston,RO-StabCP,RLM,1
1.0,2.8787087010569063,0.98777328676568,Boston,RO-StabCP,RLM,10
0.92,2.9073246770761516,0.991859982610431,Boston,RO-StabCP,RLM,100
1.0,2.8624247609629667,0.9749004109706485,Boston,LOO-StabCP,RLM,1
1.0,2.8780520492913078,0.10011909424379332,Boston,LOO-StabCP,RLM,10
0.92,2.907042427673494,0.01212226626609956,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038838044,0.9825388582232877,Boston,OracleCP,RLM,1
0.8,2.840319271095468,0.9930911218160879,Boston,OracleCP,RLM,10
0.86,2.777404214171765,0.9968685258445076,Boston,OracleCP,RLM,100
1.0,2.7873510512968247,59.77593676760246,Boston,FullCP,RLM,1
0.8,2.782730076371755,59.81374234156454,Boston,FullCP,RLM,10
0.84,2.718520036063851,61.542867383043315,Boston,FullCP,RLM,100
1.0,2.8568917746190605,0.7254147779866289,Boston,SplitCP,RLM,1
0.8,2.965169590445896,0.07347486223422847,Boston,SplitCP,RLM,10
0.82,2.464810214905531,0.007807701550612168,Boston,SplitCP,RLM,100
1.0,2.8645536453024896,0.9937905128900382,Boston,RO-StabCP,RLM,1
0.8,2.866944703205104,0.9900630001521833,Boston,RO-StabCP,RLM,10
0.86,2.7960403245882275,0.9909603516440961,Boston,RO-StabCP,RLM,100
1.0,2.8637856924215312,0.9974988047097841,Boston,LOO-StabCP,RLM,1
0.8,2.860840514816192,0.10036199170346481,Boston,LOO-StabCP,RLM,10
0.86,2.794911037752385,0.012164027107978908,Boston,LOO-StabCP,RLM,100
1.0,2.841402003883803,0.9852012215810539,Boston,OracleCP,RLM,1
0.9,2.8415466201297157,0.9934327975760258,Boston,OracleCP,RLM,10
0.85,2.777580916546414,1.0147057239247752,Boston,OracleCP,RLM,100
1.0,2.787730795646571,61.106722261462146,Boston,FullCP,RLM,1
0.9,2.7900604812129175,60.500994794642665,Boston,FullCP,RLM,10
0.84,2.7190096169451747,61.44097900524694,Boston,FullCP,RLM,100
1.0,2.862415823380461,0.7285842581744459,Boston,SplitCP,RLM,1
0.9,2.8193448626338804,0.07025728055178011,Boston,SplitCP,RLM,10
0.86,2.8087600643351496,0.007866206126263894,Boston,SplitCP,RLM,100
1.0,2.86600189604335,0.9784185339791255,Boston,RO-StabCP,RLM,1
0.9,2.8589144204683135,0.987713372058961,Boston,RO-StabCP,RLM,10
0.86,2.7941496502335026,0.9943412069703943,Boston,RO-StabCP,RLM,100
1.0,2.8642777424409767,0.9792109040260797,Boston,LOO-StabCP,RLM,1
0.9,2.8592522765732356,0.09999602619755976,Boston,LOO-StabCP,RLM,10
0.86,2.7927178417346603,0.012059231033074132,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038838155,1.0178944097183869,Boston,OracleCP,RLM,1
0.9,2.84402652080813,1.0247892403032175,Boston,OracleCP,RLM,10
0.88,2.8068970289928115,0.9957390132627333,Boston,OracleCP,RLM,100
1.0,2.7877070066621297,60.46523531884891,Boston,FullCP,RLM,1
0.9,2.789421557367267,60.70122002859907,Boston,FullCP,RLM,10
0.88,2.7659324275574853,61.18078000352844,Boston,FullCP,RLM,100
1.0,2.884402403047401,0.7212627589405886,Boston,SplitCP,RLM,1
1.0,3.2313819253230545,0.07352991899175401,Boston,SplitCP,RLM,10
0.88,2.771625402498938,0.00781262617819228,Boston,SplitCP,RLM,100
1.0,2.8585602245124533,0.973505839688009,Boston,RO-StabCP,RLM,1
0.9,2.8704058254081386,0.9898039095285337,Boston,RO-StabCP,RLM,10
0.88,2.8240506096886464,0.9860558165445114,Boston,RO-StabCP,RLM,100
1.0,2.8598185469519404,0.9828241114401912,Boston,LOO-StabCP,RLM,1
0.9,2.8674063653983612,0.10061460506152317,Boston,LOO-StabCP,RLM,10
0.88,2.8221522950858815,0.012023182759187715,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837973,0.9794803098420442,Boston,OracleCP,RLM,1
0.8,2.83463904068232,0.9926717188690551,Boston,OracleCP,RLM,10
0.87,2.818702142768187,1.000138675542805,Boston,OracleCP,RLM,100
1.0,2.787696422889063,59.836759092406666,Boston,FullCP,RLM,1
0.8,2.773807159691983,60.65813973515173,Boston,FullCP,RLM,10
0.85,2.756818311779617,60.77582374092869,Boston,FullCP,RLM,100
1.0,2.807027397374408,0.7278235829293699,Boston,SplitCP,RLM,1
0.8,2.741453931699143,0.07319795913020298,Boston,SplitCP,RLM,10
0.86,2.7706288127140692,0.007546696288866252,Boston,SplitCP,RLM,100
1.0,2.8607606833532078,0.9799557318702168,Boston,RO-StabCP,RLM,1
0.8,2.853196009048208,0.9865928051116766,Boston,RO-StabCP,RLM,10
0.87,2.8418985119795424,0.9923993278230048,Boston,RO-StabCP,RLM,100
1.0,2.8611714778072415,0.977229978908694,Boston,LOO-StabCP,RLM,1
0.8,2.851273404810525,0.09992801490885175,Boston,LOO-StabCP,RLM,10
0.87,2.8397526849967445,0.012112220025836134,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038838013,0.9878001953350639,Boston,OracleCP,RLM,1
0.9,2.8393287926949493,1.0129407022204422,Boston,OracleCP,RLM,10
0.91,2.8311436651773607,0.992672152190943,Boston,OracleCP,RLM,100
1.0,2.787662116547634,59.6625486138833,Boston,FullCP,RLM,1
0.9,2.7926324378935283,60.096463649407376,Boston,FullCP,RLM,10
0.88,2.818196012639666,60.44263151524757,Boston,FullCP,RLM,100
1.0,3.08807160324856,0.7224513140110199,Boston,SplitCP,RLM,1
0.9,2.7209813656175266,0.07802514131207443,Boston,SplitCP,RLM,10
0.84,2.423321864034516,0.007857341796619692,Boston,SplitCP,RLM,100
1.0,2.852780126470239,0.975169816786613,Boston,RO-StabCP,RLM,1
0.9,2.86226236964524,1.0509590126082242,Boston,RO-StabCP,RLM,10
0.9,2.8480318526733983,1.004361445200199,Boston,RO-StabCP,RLM,100
1.0,2.85610904983534,0.9749638005744049,Boston,LOO-StabCP,RLM,1
0.9,2.860276463208172,0.10663846206137617,Boston,LOO-StabCP,RLM,10
0.9,2.8463176508927917,0.012137828089252714,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038838026,0.9889412082026781,Boston,OracleCP,RLM,1
0.9,2.8498564206816885,0.989724563025041,Boston,OracleCP,RLM,10
0.93,2.886601868001631,0.9890933268359242,Boston,OracleCP,RLM,100
1.0,2.787398376415323,59.65356313755084,Boston,FullCP,RLM,1
0.9,2.8034441153050134,60.02919562692595,Boston,FullCP,RLM,10
0.92,2.8465155048014954,59.90930439456175,Boston,FullCP,RLM,100
1.0,2.6858823420903755,0.7472366490797493,Boston,SplitCP,RLM,1
0.9,2.97195881129015,0.07298097073289644,Boston,SplitCP,RLM,10
0.93,2.9555207315432734,0.007783866353124428,Boston,SplitCP,RLM,100
1.0,2.8570206083540968,0.9820792835960541,Boston,RO-StabCP,RLM,1
0.9,2.8775659343413005,0.9880113262761581,Boston,RO-StabCP,RLM,10
0.93,2.9042020803428032,0.9907732157960519,Boston,RO-StabCP,RLM,100
1.0,2.8583472863270196,0.9828558062420694,Boston,LOO-StabCP,RLM,1
0.9,2.874598114812487,0.10313426137651545,Boston,LOO-StabCP,RLM,10
0.93,2.9029877161044424,0.011949510330589245,Boston,LOO-StabCP,RLM,100
1.0,2.841402003883781,0.9870078252881097,Boston,OracleCP,RLM,1
0.8,2.8414188789592627,1.0013512547613164,Boston,OracleCP,RLM,10
0.88,2.8163453640324563,0.9892335802294058,Boston,OracleCP,RLM,100
1.0,2.7875096181000947,59.43594662785532,Boston,FullCP,RLM,1
0.8,2.786280229390937,59.91436504320805,Boston,FullCP,RLM,10
0.87,2.774092869447395,61.0017093165647,Boston,FullCP,RLM,100
1.0,2.782606056511538,0.7221185185912992,Boston,SplitCP,RLM,1
0.8,3.19290952910823,0.07274131190602057,Boston,SplitCP,RLM,10
0.88,2.815736274508867,0.00785497797538124,Boston,SplitCP,RLM,100
1.0,2.880528280671658,0.9747102421593795,Boston,RO-StabCP,RLM,1
0.8,2.8654044485323613,1.010377324362709,Boston,RO-StabCP,RLM,10
0.88,2.838483927580972,1.0055075045306427,Boston,RO-StabCP,RLM,100
1.0,2.8722601989495105,0.9802885272899375,Boston,LOO-StabCP,RLM,1
0.8,2.861012943676619,0.10126071230424934,Boston,LOO-StabCP,RLM,10
0.88,2.836299745130706,0.012099022023921433,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837426,0.9801459006814858,Boston,OracleCP,RLM,1
0.9,2.845895156877739,0.9927526846889456,Boston,OracleCP,RLM,10
0.88,2.788613073284664,0.9982029029336147,Boston,OracleCP,RLM,100
1.0,2.7876319182779445,59.85038785721428,Boston,FullCP,RLM,1
0.9,2.8026619133322677,60.44875240901652,Boston,FullCP,RLM,10
0.87,2.7528189781470824,61.19668142899952,Boston,FullCP,RLM,100
1.0,3.0161206220502335,0.7253830831847508,Boston,SplitCP,RLM,1
0.9,2.869774298891843,0.07327892495009347,Boston,SplitCP,RLM,10
0.89,2.9967986168459784,0.007830945792790294,Boston,SplitCP,RLM,100
1.0,2.8634480884974503,0.98093827072844,Boston,RO-StabCP,RLM,1
0.9,2.8739173917376237,0.9876324062390706,Boston,RO-StabCP,RLM,10
0.88,2.8057217532845344,0.9939105975347894,Boston,RO-StabCP,RLM,100
1.0,2.8629045597309832,0.9814295401575517,Boston,LOO-StabCP,RLM,1
0.9,2.8707277308257266,0.10024378160642469,Boston,LOO-StabCP,RLM,10
0.88,2.8042755891950257,0.012071838079679218,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837404,0.9868018090759015,Boston,OracleCP,RLM,1
1.0,2.865588476025937,0.9902119772607818,Boston,OracleCP,RLM,10
0.88,2.798068931725124,0.9872365452531189,Boston,OracleCP,RLM,100
1.0,2.7863689723498037,59.28233777055277,Boston,FullCP,RLM,1
1.0,2.8260401253252843,60.24517680943305,Boston,FullCP,RLM,10
0.87,2.759843481395251,61.095266603391245,Boston,FullCP,RLM,100
1.0,2.80947211156057,0.7240519015058675,Boston,SplitCP,RLM,1
1.0,2.7794346424908585,0.07054066092139685,Boston,SplitCP,RLM,10
0.9,3.0275620780274544,0.007597124475286595,Boston,SplitCP,RLM,100
1.0,2.8887723276092356,0.9816197089688207,Boston,RO-StabCP,RLM,1
1.0,2.884953593350473,0.998227593429941,Boston,RO-StabCP,RLM,10
0.88,2.8133573673194077,0.9938471683315575,Boston,RO-StabCP,RLM,100
1.0,2.8794682321400358,0.9749638005744049,Boston,LOO-StabCP,RLM,1
1.0,2.8808890089870145,0.10029559973115461,Boston,LOO-StabCP,RLM,10
0.88,2.8122606459734287,0.012076565722156126,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837227,0.9866433350665107,Boston,OracleCP,RLM,1
1.0,2.8650001806523693,0.9926037075803471,Boston,OracleCP,RLM,10
0.91,2.871831947974493,0.9982310718033729,Boston,OracleCP,RLM,100
1.0,2.7873944273843207,59.6868743743248,Boston,FullCP,RLM,1
1.0,2.824949029057361,60.14439217614975,Boston,FullCP,RLM,10
0.9,2.8204457713214,60.4297920262207,Boston,FullCP,RLM,100
1.0,2.572804865149224,0.7272372290946237,Boston,SplitCP,RLM,1
1.0,2.8951725655282043,0.07339389641433798,Boston,SplitCP,RLM,10
0.94,3.138615418197873,0.0079282564337733,Boston,SplitCP,RLM,100
1.0,2.861014359958447,0.9752332063903694,Boston,RO-StabCP,RLM,1
1.0,2.879545743969456,0.9865652767329138,Boston,RO-StabCP,RLM,10
0.91,2.8861768550617004,1.0010591869300793,Boston,RO-StabCP,RLM,100
1.0,2.861645176274927,0.9788305664035417,Boston,LOO-StabCP,RLM,1
1.0,2.878294817030943,0.09982761729218753,Boston,LOO-StabCP,RLM,10
0.91,2.8854053684904657,0.012164421078185316,Boston,LOO-StabCP,RLM,100
1.0,2.841402003883741,0.9842028353218916,Boston,OracleCP,RLM,1
1.0,2.8653271261039874,0.989486523514563,Boston,OracleCP,RLM,10
0.9,2.866621481108772,1.01456093987392,Boston,OracleCP,RLM,100
1.0,2.787728486150831,59.73332310647726,Boston,FullCP,RLM,1
1.0,2.804619864822353,60.381973420087235,Boston,FullCP,RLM,10
0.9,2.802226175804078,60.630409731713364,Boston,FullCP,RLM,100
1.0,2.9860317509607164,0.7264290116467303,Boston,SplitCP,RLM,1
1.0,2.9267373160459265,0.07568199048444343,Boston,SplitCP,RLM,10
0.89,2.5614228242969985,0.007807701550612168,Boston,SplitCP,RLM,100
1.0,2.8501821142544035,0.9778321801443793,Boston,RO-StabCP,RLM,1
1.0,2.8758932386666474,0.9878963548119136,Boston,RO-StabCP,RLM,10
0.9,2.8873848849558605,0.9899754261280738,Boston,RO-StabCP,RLM,100
1.0,2.8544701783300304,0.9788781086063589,Boston,LOO-StabCP,RLM,1
1.0,2.8761018447630127,0.1002615940868006,Boston,LOO-StabCP,RLM,10
0.9,2.886301796171284,0.012050366703429932,Boston,LOO-StabCP,RLM,100
1.0,2.841402003883787,0.9829350432467647,Boston,OracleCP,RLM,1
0.8,2.8354181426926166,1.001398214936853,Boston,OracleCP,RLM,10
0.87,2.7931128870719992,1.0162646640315354,Boston,OracleCP,RLM,100
1.0,2.787696422889063,61.06783273955763,Boston,FullCP,RLM,1
0.8,2.7731244865833493,60.23333960656505,Boston,FullCP,RLM,10
0.85,2.728599412290604,61.480260592617356,Boston,FullCP,RLM,100
1.0,2.810236375527849,0.7726558801860421,Boston,SplitCP,RLM,1
0.8,2.482646013003585,0.07754420434192487,Boston,SplitCP,RLM,10
0.87,2.859102762142583,0.008863738688891305,Boston,SplitCP,RLM,100
1.0,2.8607606833532078,1.033519947044325,Boston,RO-StabCP,RLM,1
0.8,2.854135431970038,1.0181953839313356,Boston,RO-StabCP,RLM,10
0.87,2.8155395916267794,1.0428001333140022,Boston,RO-StabCP,RLM,100
1.0,2.8611714778073147,1.042822371395568,Boston,LOO-StabCP,RLM,1
0.8,2.8525092945755386,0.10395039684101165,Boston,LOO-StabCP,RLM,10
0.87,2.813885158869995,0.012166193944114157,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837884,1.04781430269138,Boston,OracleCP,RLM,1
1.0,2.8643241432210744,1.0226096404317655,Boston,OracleCP,RLM,10
0.94,2.89740099875192,0.9982954859321208,Boston,OracleCP,RLM,100
1.0,2.787531192848798,61.59924363524798,Boston,FullCP,RLM,1
1.0,2.8112063270974703,60.19480473424637,Boston,FullCP,RLM,10
0.94,2.8501834214556836,60.241829825668525,Boston,FullCP,RLM,100
1.0,2.5949176353851025,0.7610714300995708,Boston,SplitCP,RLM,1
1.0,2.7383685875110477,0.0733323623912212,Boston,SplitCP,RLM,10
0.95,3.2302362416281847,0.007702905475707392,Boston,SplitCP,RLM,100
1.0,2.878023093941476,1.054121568265136,Boston,RO-StabCP,RLM,1
1.0,2.878080975348446,0.989178853398979,Boston,RO-StabCP,RLM,10
0.94,2.917369665583439,0.9912997569769174,Boston,RO-StabCP,RLM,100
1.0,2.8718717787661117,1.0702225276192465,Boston,LOO-StabCP,RLM,1
1.0,2.8772101975244806,0.10334639182462854,Boston,LOO-StabCP,RLM,10
0.94,2.916596407442652,0.012076171751949716,Boston,LOO-StabCP,RLM,100
1.0,2.841402003883746,1.0049946253539714,Boston,OracleCP,RLM,1
0.7,2.8108043845065005,0.9926506677558836,Boston,OracleCP,RLM,10
0.87,2.786377775521469,0.9986384369967998,Boston,OracleCP,RLM,100
1.0,2.787449635916177,59.83311419019068,Boston,FullCP,RLM,1
0.7,2.7496629009311717,60.51236401507169,Boston,FullCP,RLM,10
0.85,2.733983859724309,61.431256805478284,Boston,FullCP,RLM,100
1.0,2.5294479288973792,0.7242579177180757,Boston,SplitCP,RLM,1
0.8,3.1200000945598996,0.07356230531971021,Boston,SplitCP,RLM,10
0.84,2.5252287798927475,0.007820702567423662,Boston,SplitCP,RLM,100
1.0,2.853781534427413,0.9776261639321712,Boston,RO-StabCP,RLM,1
0.7,2.8169994673968466,0.993261150037858,Boston,RO-StabCP,RLM,10
0.87,2.8081075558614383,0.9911147879650084,Boston,RO-StabCP,RLM,100
1.0,2.856982987903732,0.9787354819979072,Boston,LOO-StabCP,RLM,1
0.7,2.8159044527429686,0.10205417733917621,Boston,LOO-StabCP,RLM,10
0.87,2.806469789069667,0.012075974766846511,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837524,0.982618095227983,Boston,OracleCP,RLM,1
0.8,2.836351605289331,0.9907835959492087,Boston,OracleCP,RLM,10
0.91,2.8647569660418037,0.9976623758104216,Boston,OracleCP,RLM,100
1.0,2.7877424408943443,59.46539109880015,Boston,FullCP,RLM,1
0.8,2.792234004148533,60.290459373181406,Boston,FullCP,RLM,10
0.91,2.812714993738106,60.886000266942396,Boston,FullCP,RLM,100
1.0,2.744709658488268,0.7186796325875177,Boston,SplitCP,RLM,1
0.8,2.8413136870601727,0.07307489108396942,Boston,SplitCP,RLM,10
0.97,3.9678949551705887,0.0075673797247027205,Boston,SplitCP,RLM,100
1.0,2.854216455801869,0.9717626255847096,Boston,RO-StabCP,RLM,1
0.8,2.8565745130346074,0.9859547944509395,Boston,RO-StabCP,RLM,10
0.91,2.8786886767663744,0.9929349303186177,Boston,RO-StabCP,RLM,100
1.0,2.8570234643104007,0.9726976222401157,Boston,LOO-StabCP,RLM,1
0.8,2.85338219920279,0.10020815664567287,Boston,LOO-StabCP,RLM,10
0.91,2.8779074364256227,0.012072626020092035,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038838466,0.9830776698552165,Boston,OracleCP,RLM,1
0.8,2.8364201671654525,0.9902508408543292,Boston,OracleCP,RLM,10
0.95,2.9394285314844466,1.0129929384524123,Boston,OracleCP,RLM,100
1.0,2.787190832400624,59.378056072224844,Boston,FullCP,RLM,1
0.8,2.783863825781361,60.3780805834669,Boston,FullCP,RLM,10
0.95,2.888645031250304,60.535634485993704,Boston,FullCP,RLM,100
1.0,3.4202487880284305,0.7197255610494973,Boston,SplitCP,RLM,1
0.8,2.9874642236035807,0.0732497772549329,Boston,SplitCP,RLM,10
0.9,2.5368249253338226,0.008642918388199099,Boston,SplitCP,RLM,100
1.0,2.8670863446638695,0.9714932197687451,Boston,RO-StabCP,RLM,1
0.8,2.8601902583172722,0.9866753902479649,Boston,RO-StabCP,RLM,10
0.95,2.960063511149757,1.0690350033289793,Boston,RO-StabCP,RLM,100
1.0,2.8655033805337444,0.970510680910522,Boston,LOO-StabCP,RLM,1
0.8,2.8556891241449147,0.0999215376432605,Boston,LOO-StabCP,RLM,10
0.95,2.9586089998856395,0.012892281034525815,Boston,LOO-StabCP,RLM,100
1.0,2.841402003883773,0.9800825110777294,Boston,OracleCP,RLM,1
1.0,2.865646357389915,1.0037300305496992,Boston,OracleCP,RLM,10
0.94,2.90981085986916,1.0551168238769646,Boston,OracleCP,RLM,100
1.0,2.7872697605862653,59.52835282273113,Boston,FullCP,RLM,1
1.0,2.8271887351406875,60.141213458060854,Boston,FullCP,RLM,10
0.93,2.872130919413445,61.605973727691,Boston,FullCP,RLM,100
1.0,2.6958072631057193,0.7239726645011721,Boston,SplitCP,RLM,1
1.0,2.8568436507167574,0.07316233416945116,Boston,SplitCP,RLM,10
0.93,2.858259964955663,0.008369503064951302,Boston,SplitCP,RLM,100
1.0,2.855699456702279,0.9791475144223234,Boston,RO-StabCP,RLM,1
1.0,2.878580070637684,0.9885554165858222,Boston,RO-StabCP,RLM,10
0.94,2.931028016397637,1.0099335628145438,Boston,RO-StabCP,RLM,100
1.0,2.858222884984972,0.9767545568805215,Boston,LOO-StabCP,RLM,1
1.0,2.877962304178105,0.10024054297362907,Boston,LOO-StabCP,RLM,10
0.94,2.9296483057373974,0.012111432085423316,Boston,LOO-StabCP,RLM,100
1.0,2.841402003883778,0.9824596212185922,Boston,OracleCP,RLM,1
0.9,2.844914579570654,0.99113012965834,Boston,OracleCP,RLM,10
0.9,2.8630749442222516,0.9967733820396599,Boston,OracleCP,RLM,100
1.0,2.787019914423078,59.23000965265191,Boston,FullCP,RLM,1
0.9,2.8020693756520907,60.515863357807355,Boston,FullCP,RLM,10
0.89,2.8012118713372547,60.703896009389304,Boston,FullCP,RLM,100
1.0,2.9966492149869244,0.720787336912416,Boston,SplitCP,RLM,1
1.0,2.9760945194093953,0.07304088543961541,Boston,SplitCP,RLM,10
0.91,2.9471847019267945,0.00782011161211405,Boston,SplitCP,RLM,100
1.0,2.8845492990406716,0.9711287295471462,Boston,RO-StabCP,RLM,1
0.9,2.8650169919859834,0.9850576931665528,Boston,RO-StabCP,RLM,10
0.9,2.8860280216743224,0.9931372340196086,Boston,RO-StabCP,RLM,100
1.0,2.8763448408722194,0.9785611605875773,Boston,LOO-StabCP,RLM,1
0.9,2.8647020548805813,0.10096113877065449,Boston,LOO-StabCP,RLM,10
0.9,2.884840096940577,0.01211556877259061,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837497,0.9765643880692525,Boston,OracleCP,RLM,1
0.9,2.8463320352245587,0.9920401854739093,Boston,OracleCP,RLM,10
0.9,2.8470532436086238,0.9919533535493499,Boston,OracleCP,RLM,100
1.0,2.8563507678322178,58.792653081535036,Boston,FullCP,RLM,1
0.9,2.802546348486384,60.45948199946841,Boston,FullCP,RLM,10
0.88,2.800721943347252,60.61649293115707,Boston,FullCP,RLM,100
1.0,2.529166159127097,0.7248442715528218,Boston,SplitCP,RLM,1
0.9,2.8578274487264315,0.07379224824819923,Boston,SplitCP,RLM,10
0.9,2.86694902024301,0.007564030977948245,Boston,SplitCP,RLM,100
1.0,2.880294967222882,0.9802092902852421,Boston,RO-StabCP,RLM,1
0.9,2.8755349388865477,0.9867417822202751,Boston,RO-StabCP,RLM,10
0.9,2.874503255369756,0.9929491132460484,Boston,RO-StabCP,RLM,100
1.0,2.87380221829627,0.9773409107152676,Boston,LOO-StabCP,RLM,1
0.9,2.872156233766293,0.10014176467336267,Boston,LOO-StabCP,RLM,10
0.9,2.8734442778953047,0.01217604319927438,Boston,LOO-StabCP,RLM,100
1.0,2.841402003883808,0.9872772311040742,Boston,OracleCP,RLM,1
1.0,2.864751963209201,0.9983490421597768,Boston,OracleCP,RLM,10
0.96,2.9429667879236594,0.9930755776823057,Boston,OracleCP,RLM,100
1.0,2.7875969746319234,59.63779497361645,Boston,FullCP,RLM,1
1.0,2.8205775961564417,60.00536414749938,Boston,FullCP,RLM,10
0.94,2.9142395985655547,59.24297431108799,Boston,FullCP,RLM,100
1.0,3.2306836783939983,0.7217064861668829,Boston,SplitCP,RLM,1
1.0,2.738533179360263,0.07276884028478334,Boston,SplitCP,RLM,10
0.9,2.7353580028718665,0.007796079429523105,Boston,SplitCP,RLM,100
1.0,2.8778998529208963,0.9861837604392772,Boston,RO-StabCP,RLM,1
1.0,2.877516028799456,0.9866786288807605,Boston,RO-StabCP,RLM,10
0.95,2.9624991796726925,0.9920410119202758,Boston,RO-StabCP,RLM,100
1.0,2.871079110633418,0.9868018090759015,Boston,LOO-StabCP,RLM,1
1.0,2.876948258203732,0.1003587530706692,Boston,LOO-StabCP,RLM,10
0.95,2.9611385305370037,0.012047017956675456,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837338,0.9857875754158001,Boston,OracleCP,RLM,1
1.0,2.865808372520324,0.9973223955635653,Boston,OracleCP,RLM,10
0.94,2.910763246361514,0.9925663711905222,Boston,OracleCP,RLM,100
1.0,2.7874738814643343,59.7766023584419,Boston,FullCP,RLM,1
1.0,2.8180458835485367,60.3510898177482,Boston,FullCP,RLM,10
0.94,2.8661069370508985,60.00100292995446,Boston,FullCP,RLM,100
1.0,2.742590967667033,0.7238458852936595,Boston,SplitCP,RLM,1
1.0,2.7791584309301314,0.07689161983360747,Boston,SplitCP,RLM,10
0.96,3.9776060468167227,0.007885510666377932,Boston,SplitCP,RLM,100
1.0,2.883050035429214,0.9769605730927297,Boston,RO-StabCP,RLM,1
1.0,2.8795647998288065,1.0096907342100376,Boston,RO-StabCP,RLM,10
0.94,2.931832280910584,0.9987786903902813,Boston,RO-StabCP,RLM,100
1.0,2.8750271117543744,0.9771665893049377,Boston,LOO-StabCP,RLM,1
1.0,2.8787610261238807,0.09987619678412184,Boston,LOO-StabCP,RLM,10
0.94,2.930744128351593,0.012180179886441673,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038838173,0.9859935916280083,Boston,OracleCP,RLM,1
0.9,2.843100789500185,0.9917001290303692,Boston,OracleCP,RLM,10
0.9,2.820983795892181,0.9962992388962467,Boston,OracleCP,RLM,100
1.0,2.857378120636059,58.896818047907644,Boston,FullCP,RLM,1
0.9,2.7984075293539776,60.04102635252835,Boston,FullCP,RLM,10
0.88,2.8068974167814105,60.10392547954265,Boston,FullCP,RLM,100
1.0,2.7476109091791807,0.7227048724260453,Boston,SplitCP,RLM,1
0.9,2.515981942906803,0.07319633981380516,Boston,SplitCP,RLM,10
0.9,2.8613950785033806,0.0076160350451942235,Boston,SplitCP,RLM,100
1.0,2.8544718096001227,0.9759621868335673,Boston,RO-StabCP,RLM,1
0.9,2.868560714625597,1.017210839561467,Boston,RO-StabCP,RLM,10
0.89,2.8347978229666717,0.9939216287005689,Boston,RO-StabCP,RLM,100
1.0,2.8572778879035554,0.9734266026833136,Boston,LOO-StabCP,RLM,1
