Coverage,Length,Time,Dataset,Method,Algorithm,m,LogTime
0.93,2.902492508623912,0.01453709602355957,Boston,LOO-StabCP,RLM,100,-1.8375223408569
1.0,2.841402003883828,0.015848159790039062,Boston,OracleCP,RLM,1,-1.8000211586467947
0.92,2.8852900254296223,1.2561500072479248,Boston,OracleCP,RLM,100,0.09904150518937366
1.0,2.7876185102972704,0.9692292213439941,Boston,FullCP,RLM,1,-0.013573500769423371
0.91,2.8295795215847455,74.94714784622192,Boston,FullCP,RLM,100,1.8747551101900852
1.0,2.650404793749499,0.014007091522216797,Boston,SplitCP,RLM,1,-1.8536520336638125
0.92,2.9204338204445097,0.009433984756469727,Boston,SplitCP,RLM,100,-2.0253048298272716
1.0,2.8568551109435614,0.01761484146118164,Boston,RO-StabCP,RLM,1,-1.7541212612448067
0.92,2.9032349082848325,1.3415207862854004,Boston,RO-StabCP,RLM,100,0.12759740626558785
1.0,2.8586370563616144,0.01636791229248047,Boston,LOO-StabCP,RLM,1,-1.7860067107942934
0.92,2.902545353177358,0.015621662139892578,Boston,LOO-StabCP,RLM,100,-1.8062727592052361
1.0,2.841402003883859,0.015630006790161133,Boston,OracleCP,RLM,1,-1.8060408333097402
0.87,2.7884220233894137,1.1942498683929443,Boston,OracleCP,RLM,100,0.07709520209588026
1.0,2.787586773465299,1.0067241191864014,Boston,FullCP,RLM,1,0.002910473602032732
0.87,2.7271228091169477,74.90866994857788,Boston,FullCP,RLM,100,1.8745320859627286
1.0,3.943949498506707,0.01158285140991211,Boston,SplitCP,RLM,1,-1.9361845149477637
0.87,2.704238474018644,0.009493112564086914,Boston,SplitCP,RLM,100,-2.022591369471875
1.0,2.8706395647192418,0.015985965728759766,Boston,RO-StabCP,RLM,1,-1.7962611224199685
0.87,2.8105164689004765,1.2132837772369385,Boston,RO-StabCP,RLM,100,0.0839623907051651
1.0,2.867362192408201,0.0157930850982666,Boston,LOO-StabCP,RLM,1,-1.8015330245022037
0.87,2.8093063978628745,0.01456904411315918,Boston,LOO-StabCP,RLM,100,-1.8365689417096744
1.0,2.8414020038838044,0.016047000885009766,Boston,OracleCP,RLM,1,-1.7946061234335011
0.91,2.82827462562639,1.2089147567749023,Boston,OracleCP,RLM,100,0.08239567888603837
1.0,2.7869863656665266,0.9415187835693359,Boston,FullCP,RLM,1,-0.026171011261613496
0.9,2.815260604436627,73.12908983230591,Boston,FullCP,RLM,100,1.8640901682106965
1.0,3.30125507317028,0.011156082153320312,Boston,SplitCP,RLM,1,-1.9524882962523205
0.91,2.908081019946878,0.009165048599243164,Boston,SplitCP,RLM,100,-2.037865227774632
1.0,2.8578265407227854,0.01495504379272461,Boston,RO-StabCP,RLM,1,-1.8252123108900487
0.9,2.8528477313991907,1.1980409622192383,Boston,RO-StabCP,RLM,100,0.07847166727003298
1.0,2.859540048356149,0.014816045761108398,Boston,LOO-StabCP,RLM,1,-1.829267689290234
0.9,2.851124807208444,0.014653921127319336,Boston,LOO-StabCP,RLM,100,-1.8340461503200218
1.0,2.8414020038838075,0.015702009201049805,Boston,OracleCP,RLM,1,-1.804044772488895
0.89,2.8251077647602445,1.2284212112426758,Boston,OracleCP,RLM,100,0.08934730683169266
1.0,2.7877365856685214,0.9557130336761475,Boston,FullCP,RLM,1,-0.019672491196400126
0.89,2.7606010121058464,73.64246106147766,Boston,FullCP,RLM,100,1.8671282937858011
1.0,2.986291376128537,0.01211404800415039,Boston,SplitCP,RLM,1,-1.9167107096972906
0.89,2.8652592432301267,0.009088993072509766,Boston,SplitCP,RLM,100,-2.041484227589384
1.0,2.861121517058672,0.016178131103515625,Boston,RO-StabCP,RLM,1,-1.7910716494919519
0.89,2.8507911376134114,1.1888229846954346,Boston,RO-StabCP,RLM,100,0.07511719314420671
1.0,2.861356635678635,0.01690077781677246,Boston,LOO-StabCP,RLM,1,-1.7720933075899448
0.89,2.8496709238744256,0.014440059661865234,Boston,LOO-StabCP,RLM,100,-1.8404310123920498
1.0,2.8414020038837946,0.01596689224243164,Boston,OracleCP,RLM,1,-1.7967796056714067
0.86,2.781195562468698,1.1967368125915527,Boston,OracleCP,RLM,100,0.0779986504842351
1.0,2.7877336004807214,1.0339851379394531,Boston,FullCP,RLM,1,0.014514296439478644
0.86,2.714181590438608,74.50445413589478,Boston,FullCP,RLM,100,1.8721822371619412
1.0,2.800313278988746,0.011836051940917969,Boston,SplitCP,RLM,1,-1.9267931376644494
0.89,2.955574930459033,0.009447813034057617,Boston,SplitCP,RLM,100,-2.0246687097087355
1.0,2.8722821462660573,0.016643047332763672,Boston,RO-StabCP,RLM,1,-1.778767151684968
0.87,2.8014480485525635,1.1966331005096436,Boston,RO-StabCP,RLM,100,0.07796101185206086
1.0,2.8682101199515664,0.016761064529418945,Boston,LOO-StabCP,RLM,1,-1.7756984019008055
0.87,2.8005467066955845,0.014477252960205078,Boston,LOO-StabCP,RLM,100,-1.8393138371309117
1.0,2.841402003883815,0.0162198543548584,Boston,OracleCP,RLM,1,-1.7899530498267926
0.9,2.8688628884820058,1.2551190853118896,Boston,OracleCP,RLM,100,0.09868493349853376
1.0,2.78773714025753,0.9814572334289551,Boston,FullCP,RLM,1,-0.008128619844382805
0.89,2.8038780674129247,76.03044819831848,Boston,FullCP,RLM,100,1.8809875506535663
1.0,2.489298904200001,0.012187719345092773,Boston,SplitCP,RLM,1,-1.9140775551287947
0.87,2.748587615369704,0.009521007537841797,Boston,SplitCP,RLM,100,-2.021317091009235
1.0,2.8806739965018022,0.0157623291015625,Boston,RO-StabCP,RLM,1,-1.8023796091040785
0.9,2.8903679676170855,1.3623700141906738,Boston,RO-StabCP,RLM,100,0.13429507622374645
1.0,2.8731948509936887,0.015477895736694336,Boston,LOO-StabCP,RLM,1,-1.810288083191944
0.9,2.888517672879414,0.015112161636352539,Boston,LOO-StabCP,RLM,100,-1.8206734099432522
1.0,2.8414020038837435,0.015331745147705078,Boston,OracleCP,RLM,1,-1.8144084084279437
0.88,2.7962123156852776,1.2315778732299805,Boston,OracleCP,RLM,100,0.09046187768127036
1.0,2.8558258003013766,0.9075510501861572,Boston,FullCP,RLM,1,-0.04212893632978154
0.87,2.7594135485207527,75.02559685707092,Boston,FullCP,RLM,100,1.875209459087911
0.0,2.4474886035909527,0.010998725891113281,Boston,SplitCP,RLM,1,-1.9586576212515374
0.85,2.6962906871973122,0.009163618087768555,Boston,SplitCP,RLM,100,-2.0379330192023
1.0,2.8665799475417804,0.014845848083496094,Boston,RO-StabCP,RLM,1,-1.8283949878650343
0.88,2.8152383186767223,1.2026631832122803,Boston,RO-StabCP,RLM,100,0.08014401623959126
1.0,2.8655037218496076,0.014763116836547852,Boston,LOO-StabCP,RLM,1,-1.830821943189613
0.88,2.8136358656845037,0.014868974685668945,Boston,LOO-StabCP,RLM,100,-1.8277189779278529
1.0,2.8414020038837555,0.015188932418823242,Boston,OracleCP,RLM,1,-1.8184727502259372
0.93,2.8897478705781627,1.1972851753234863,Boston,OracleCP,RLM,100,0.07819760514206806
1.0,2.787565602633583,0.9120173454284668,Boston,FullCP,RLM,1,-0.03999690185553713
0.93,2.843905142483273,74.23785662651062,Boston,FullCP,RLM,100,1.870625424569687
1.0,2.5456433843222808,0.010812759399414062,Boston,SplitCP,RLM,1,-1.9660634606246727
0.97,3.418490105167586,0.009652853012084961,Boston,SplitCP,RLM,100,-2.015344306938085
1.0,2.852128206859078,0.01458883285522461,Boston,RO-StabCP,RLM,1,-1.8359794514109375
0.93,2.90691223690642,1.2141008377075195,Boston,RO-StabCP,RLM,100,0.0842547587666345
1.0,2.8556176992289957,0.014544963836669922,Boston,LOO-StabCP,RLM,1,-1.8372873542075183
0.93,2.9060900116029895,0.014543294906616211,Boston,LOO-StabCP,RLM,100,-1.8373371892368477
0.0,2.841402003883854,0.015427827835083008,Boston,OracleCP,RLM,1,-1.8116952162339592
0.92,2.88831731834999,1.3158891201019287,Boston,OracleCP,RLM,100,0.11921929614979382
0.0,2.7805544832919136,0.9530510902404785,Boston,FullCP,RLM,1,-0.020883817499358512
0.91,2.831310782849547,75.59855628013611,Boston,FullCP,RLM,100,1.8785135017769046
0.0,2.8886895292724057,0.011840105056762695,Boston,SplitCP,RLM,1,-1.926644444119019
0.91,2.790774526690595,0.009618043899536133,Boston,SplitCP,RLM,100,-2.0169132450119736
0.0,2.8697716911640683,0.015207052230834961,Boston,RO-StabCP,RLM,1,-1.8179549624067448
0.92,2.9070959452514296,1.3773808479309082,Boston,RO-StabCP,RLM,100,0.13905403995629242
0.0,2.8619318528376425,0.015105962753295898,Boston,LOO-StabCP,RLM,1,-1.8208515904754727
0.92,2.9060031197019436,0.015403985977172852,Boston,LOO-StabCP,RLM,100,-1.8123668854037094
1.0,2.841402003883791,0.015642166137695312,Boston,OracleCP,RLM,1,-1.8057031057194035
0.92,2.8823766129506105,1.198894739151001,Boston,OracleCP,RLM,100,0.07878105448113773
1.0,2.7868811525251886,0.9919192790985107,Boston,FullCP,RLM,1,-0.0035236686406608557
0.9,2.826113674000771,77.51725792884827,Boston,FullCP,RLM,100,1.889398401717727
1.0,2.6599738432961906,0.01226186752319336,Boston,SplitCP,RLM,1,-1.9114433802864963
0.86,2.57838745292526,0.009496927261352539,Boston,SplitCP,RLM,100,-2.0224168883217453
1.0,2.8677296803693104,0.016787290573120117,Boston,RO-StabCP,RLM,1,-1.7750193922535709
0.92,2.901297935389781,1.221405267715454,Boston,RO-StabCP,RLM,100,0.08685978870292903
1.0,2.866117186088551,0.01679205894470215,Boston,LOO-StabCP,RLM,1,-1.7748960499310187
0.92,2.9001292905425284,0.014962196350097656,Boston,LOO-StabCP,RLM,100,-1.8250046502740984
1.0,2.841402003883794,0.017884016036987305,Boston,OracleCP,RLM,1,-1.7475349493624954
0.95,2.903772213293608,1.2320940494537354,Boston,OracleCP,RLM,100,0.09064386010099314
1.0,2.7876964228890637,1.0022690296173096,Boston,FullCP,RLM,1,0.0009843107487832986
0.94,2.8887179317536846,74.84696817398071,Boston,FullCP,RLM,100,1.8741742130694814
1.0,2.857697161983451,0.012185096740722656,Boston,SplitCP,RLM,1,-1.9141710184862126
0.93,2.774006510752597,0.009824037551879883,Boston,SplitCP,RLM,100,-2.007709986131343
1.0,2.860760683353187,0.015146017074584961,Boston,RO-StabCP,RLM,1,-1.8197015579171996
0.94,2.9232681838747334,1.3011739253997803,Boston,RO-StabCP,RLM,100,0.11433535174441825
1.0,2.8611714778072734,0.016137361526489258,Boston,LOO-StabCP,RLM,1,-1.7921674713584976
0.94,2.9220696084220776,0.015501022338867188,Boston,LOO-StabCP,RLM,100,-1.809639657862812
1.0,2.841402003883836,0.017274141311645508,Boston,OracleCP,RLM,1,-1.7626035319643454
0.94,2.894195582739389,1.4429621696472168,Boston,OracleCP,RLM,100,0.15925494528003073
1.0,2.7875096181000947,0.9891951084136963,Boston,FullCP,RLM,1,-0.004718039898884294
0.93,2.881449817161878,73.16301083564758,Boston,FullCP,RLM,100,1.8642915694451947
1.0,2.5560142914606687,0.012169122695922852,Boston,SplitCP,RLM,1,-1.9147407300734085
0.92,2.8914390291207868,0.009539127349853516,Boston,SplitCP,RLM,100,-2.0204913532285893
1.0,2.8693667000864513,0.016482114791870117,Boston,RO-StabCP,RLM,1,-1.7829870654838569
0.93,2.911048915054654,1.198800802230835,Boston,RO-StabCP,RLM,100,0.07874702490115824
1.0,2.8653988825919723,0.01667189598083496,Boston,LOO-StabCP,RLM,1,-1.7780150080189043
0.93,2.9095248544432284,0.014629840850830078,Boston,LOO-StabCP,RLM,100,-1.834760398275389
1.0,2.841402003883773,0.015325784683227539,Boston,OracleCP,RLM,1,-1.8145772802763325
0.93,2.8845763137389726,1.2294669151306152,Boston,OracleCP,RLM,100,0.08971684639760277
1.0,2.787190832400624,0.9490571022033691,Boston,FullCP,RLM,1,-0.022707656460206626
0.91,2.854638556385304,75.21362257003784,Boston,FullCP,RLM,100,1.8762965064320345
1.0,2.8879906863997955,0.02265191078186035,Boston,SplitCP,RLM,1,-1.6448951575797677
0.91,2.668443953641537,0.009122133255004883,Boston,SplitCP,RLM,100,-2.039903587928164
1.0,2.867086344663908,0.0438990592956543,Boston,RO-StabCP,RLM,1,-1.3575447860695802
0.93,2.901658799222347,1.2345240116119385,Boston,RO-StabCP,RLM,100,0.09149954141995752
1.0,2.865503380533751,0.01711416244506836,Boston,LOO-StabCP,RLM,1,-1.7666443500689426
0.93,2.9005316993740133,0.014655828475952148,Boston,LOO-StabCP,RLM,100,-1.8339896263988913
1.0,2.841402003883808,0.015460014343261719,Boston,OracleCP,RLM,1,-1.8107901074942445
0.89,2.8325639671635874,1.203840970993042,Boston,OracleCP,RLM,100,0.08056911982728675
1.0,2.78773714025753,0.961514949798584,Boston,FullCP,RLM,1,-0.017043958888261414
0.86,2.7899198391628435,76.15746784210205,Boston,FullCP,RLM,100,1.8817124957692204
1.0,2.8664255094684576,0.01155400276184082,Boston,SplitCP,RLM,1,-1.9372675329818931
0.82,2.480752344035977,0.010480165481567383,Boston,SplitCP,RLM,100,-1.9796318597984588
1.0,2.8721711896148188,0.01592707633972168,Boston,RO-StabCP,RLM,1,-1.7978639383267978
0.89,2.85242226439393,1.268578052520752,Boston,RO-StabCP,RLM,100,0.10331719346253146
1.0,2.8681493989971294,0.01605081558227539,Boston,LOO-StabCP,RLM,1,-1.7945028951044288
0.89,2.850936135545597,0.014562129974365234,Boston,LOO-StabCP,RLM,100,-1.836775096969513
1.0,2.8414020038838066,0.015722990036010742,Boston,OracleCP,RLM,1,-1.8034648607991983
0.89,2.799897229694208,1.2167549133300781,Boston,OracleCP,RLM,100,0.08520310862652197
1.0,2.787483908136567,1.0687382221221924,Boston,FullCP,RLM,1,0.02887134168193646
0.88,2.764879290163127,76.38071393966675,Boston,FullCP,RLM,100,1.882983713458726
1.0,2.5780765570254793,0.012664079666137695,Boston,SplitCP,RLM,1,-1.8974263661135486
0.88,2.53894282586372,0.009467124938964844,Boston,SplitCP,RLM,100,-2.0237818914001084
1.0,2.866936981819868,0.0168149471282959,Boston,RO-StabCP,RLM,1,-1.77430449391137
0.89,2.81560536301379,1.2012531757354736,Boston,RO-StabCP,RLM,100,0.07963454881609737
1.0,2.8651153203881248,0.016137361526489258,Boston,LOO-StabCP,RLM,1,-1.7921674713584976
0.89,2.8141301307092323,0.014660835266113281,Boston,LOO-StabCP,RLM,100,-1.83384128609801
1.0,2.8414020038838466,0.01543116569519043,Boston,OracleCP,RLM,1,-1.811601265390731
0.9,2.8294063208993676,1.3418991565704346,Boston,OracleCP,RLM,100,0.12771987992345346
1.0,2.786299505766973,0.976876974105835,Boston,FullCP,RLM,1,-0.010160126998959707
0.9,2.7932728349199283,74.01266288757324,Boston,FullCP,RLM,100,1.869306029889366
1.0,3.099153713221009,0.012252092361450195,Boston,SplitCP,RLM,1,-1.9117897379577788
0.93,3.0922866331353114,0.00913691520690918,Boston,SplitCP,RLM,100,-2.039200405441992
1.0,2.8726654084063843,0.016968250274658203,Boston,RO-StabCP,RLM,1,-1.770362938780661
0.9,2.85725132977228,1.2059080600738525,Boston,RO-StabCP,RLM,100,0.0813141979163447
1.0,2.8694095433646543,0.017009258270263672,Boston,LOO-StabCP,RLM,1,-1.7693146244329958
0.9,2.8548830263157106,0.014657974243164062,Boston,LOO-StabCP,RLM,100,-1.8339260457798787
1.0,2.841402003883794,0.0170743465423584,Boston,OracleCP,RLM,1,-1.7676559083479468
0.88,2.8186580085012305,1.2485480308532715,Boston,OracleCP,RLM,100,0.0964052540428373
1.0,2.8569698100324192,1.0244779586791992,Boston,FullCP,RLM,1,0.010502619128652805
0.87,2.785795046586665,73.99960589408875,Boston,FullCP,RLM,100,1.8692294067785664
1.0,2.652121810697529,0.012265920639038086,Boston,SplitCP,RLM,1,-1.911299849540857
0.87,2.6689615890494487,0.009575843811035156,Boston,SplitCP,RLM,100,-2.0188229462021843
1.0,2.876833093710328,0.016263246536254883,Boston,RO-StabCP,RLM,1,-1.7887927544343776
0.88,2.8372435833563645,1.2021851539611816,Boston,RO-StabCP,RLM,100,0.07997136047127049
1.0,2.8713693090079517,0.016242027282714844,Boston,LOO-StabCP,RLM,1,-1.7893597643345487
0.88,2.834676378676761,0.014533758163452148,Boston,LOO-StabCP,RLM,100,-1.8376220705877888
1.0,2.8414020038837835,0.015160083770751953,Boston,OracleCP,RLM,1,-1.8192983988969202
0.88,2.8132791252901295,1.2175250053405762,Boston,OracleCP,RLM,100,0.08547788945128168
1.0,2.786703656782942,0.8989419937133789,Boston,FullCP,RLM,1,-0.04626833120665702
0.88,2.7746770666096823,75.56840705871582,Boston,FullCP,RLM,100,1.8783402676206984
1.0,2.5760455821659014,0.010862112045288086,Boston,SplitCP,RLM,1,-1.964085721668657
0.83,2.465508309871653,0.010290145874023438,Boston,SplitCP,RLM,100,-1.9875784685967133
1.0,2.8707276198270333,0.014704704284667969,Boston,RO-StabCP,RLM,1,-1.8325437048412547
0.88,2.8284705099382705,1.2614741325378418,Boston,RO-StabCP,RLM,100,0.10087834941462624
1.0,2.868028824678311,0.014713048934936523,Boston,LOO-StabCP,RLM,1,-1.8322973205823896
0.88,2.827466955661702,0.014715909957885742,Boston,LOO-StabCP,RLM,100,-1.832212878146768
1.0,2.8414020038838035,0.016151905059814453,Boston,OracleCP,RLM,1,-1.7917762468207243
0.91,2.867200679432019,1.2662389278411865,Boston,OracleCP,RLM,100,0.1025156608571828
1.0,2.787233453159721,0.9360430240631104,Boston,FullCP,RLM,1,-0.028704188992907363
0.91,2.8148879176108808,75.6607608795166,Boston,FullCP,RLM,100,1.8788707044443527
1.0,2.8399450730654636,0.010911941528320312,Boston,SplitCP,RLM,1,-1.9620979698499748
0.91,2.814500218064973,0.009881734848022461,Boston,SplitCP,RLM,100,-2.005166803511329
1.0,2.8694228475333143,0.015105009078979492,Boston,RO-StabCP,RLM,1,-1.8208790093546525
0.91,2.882188419300218,1.2427887916564941,Boston,RO-StabCP,RLM,100,0.09439732782747653
1.0,2.866749303060438,0.015670061111450195,Boston,LOO-StabCP,RLM,1,-1.8049293098291859
0.91,2.8809709715688707,0.0149078369140625,Boston,LOO-StabCP,RLM,100,-1.8265853669049261
1.0,2.841402003883774,0.01651287078857422,Boston,OracleCP,RLM,1,-1.7821774173941443
0.95,2.938777723425119,1.2287447452545166,Boston,OracleCP,RLM,100,0.08946167357724435
1.0,2.7876991618436175,1.012876033782959,Boston,FullCP,RLM,1,0.005556295174214998
0.94,2.8861373286637946,74.92019200325012,Boston,FullCP,RLM,100,1.8745988817016672
1.0,2.54367139312396,0.013025045394897461,Boston,SplitCP,RLM,1,-1.8852207544223636
0.95,2.954059952609416,0.009500980377197266,Boston,SplitCP,RLM,100,-2.0222315788754552
1.0,2.8546801096531835,0.01697993278503418,Boston,RO-StabCP,RLM,1,-1.7700640332408608
0.95,2.9579219511494417,1.229383945465088,Boston,RO-StabCP,RLM,100,0.08968753736670951
1.0,2.857394684008465,0.017315149307250977,Boston,LOO-StabCP,RLM,1,-1.7615737592091991
0.95,2.957184143859034,0.015197038650512695,Boston,LOO-StabCP,RLM,100,-1.8182410319920692
1.0,2.8414020038837124,0.016638994216918945,Boston,OracleCP,RLM,1,-1.778872929201768
0.87,2.794611225828212,1.243468999862671,Boston,OracleCP,RLM,100,0.0946349626205105
1.0,2.7876253091973267,1.002427101135254,Boston,FullCP,RLM,1,0.001052799520800631
0.86,2.7317630018368613,76.05977392196655,Boston,FullCP,RLM,100,1.8811550301922042
1.0,2.8965993155582064,0.011875152587890625,Boston,SplitCP,RLM,1,-1.9253608012691463
0.92,3.214620699828634,0.009419918060302734,Boston,SplitCP,RLM,100,-2.02595287492614
1.0,2.8788758438494626,0.015784025192260742,Boston,RO-StabCP,RLM,1,-1.801782234595
0.87,2.8139222661243934,1.227159023284912,Boston,RO-StabCP,RLM,100,0.08890084509059426
1.0,2.8722440016394004,0.015709877014160156,Boston,LOO-StabCP,RLM,1,-1.8038272148505847
0.87,2.813062603242346,0.015173912048339844,Boston,LOO-StabCP,RLM,100,-1.8189024375403962
1.0,2.841402003883803,0.015448808670043945,Boston,OracleCP,RLM,1,-1.8111050054284432
0.9,2.86009012736949,1.2243409156799316,Boston,OracleCP,RLM,100,0.08790236322085933
1.0,2.7872962142141215,0.9238729476928711,Boston,FullCP,RLM,1,-0.034387749461507265
0.9,2.799158793161405,78.54767990112305,Boston,FullCP,RLM,100,1.895133361609975
1.0,2.7424335167871137,0.01038503646850586,Boston,SplitCP,RLM,1,-1.9835919740404806
0.89,2.7721889603842755,0.009691953659057617,Boston,SplitCP,RLM,100,-2.0135886710578164
1.0,2.8582774390954846,0.014638185501098633,Boston,RO-StabCP,RLM,1,-1.8345127535849226
0.9,2.884778214551362,1.223301887512207,Boston,RO-StabCP,RLM,100,0.08753364583587053
1.0,2.8599630804898677,0.015075922012329102,Boston,LOO-StabCP,RLM,1,-1.8217161178198544
0.9,2.883383276929229,0.014840126037597656,Boston,LOO-StabCP,RLM,100,-1.8285624105663765
1.0,2.841402003883772,0.015954017639160156,Boston,OracleCP,RLM,1,-1.7971299321177037
0.86,2.785469727239859,1.2431159019470215,Boston,OracleCP,RLM,100,0.09451162198793672
1.0,2.787743709802249,0.8986170291900635,Boston,FullCP,RLM,1,-0.04642535559253751
0.84,2.729049932602032,73.97969698905945,Boston,FullCP,RLM,100,1.8691125481709279
1.0,2.882229831473309,0.010848045349121094,Boston,SplitCP,RLM,1,-1.9646485079504739
0.89,3.0002202861496983,0.009526968002319336,Boston,SplitCP,RLM,100,-2.0210452934199106
1.0,2.876121541316991,0.014685869216918945,Boston,RO-StabCP,RLM,1,-1.8331003436634985
0.86,2.804238565970339,1.2097759246826172,Boston,RO-StabCP,RLM,100,0.08270493751839172
1.0,2.870214610216036,0.014647722244262695,Boston,LOO-StabCP,RLM,1,-1.8342299038871162
0.86,2.8026884927243403,0.016097068786621094,Boston,LOO-StabCP,RLM,100,-1.7932532000981976
1.0,2.841402003883745,0.016119718551635742,Boston,OracleCP,RLM,1,-1.7926425451946133
0.9,2.8472721736264144,1.304034948348999,Boston,OracleCP,RLM,100,0.11528923071471682
1.0,2.7877045167279766,0.9354531764984131,Boston,FullCP,RLM,1,-0.028977945948350133
0.89,2.7973828272812495,75.26752305030823,Boston,FullCP,RLM,100,1.8766076242409528
1.0,2.9119843706700657,0.011406898498535156,Boston,SplitCP,RLM,1,-1.942832422897567
