Coverage,Length,Time,Dataset,Method,Algorithm,m,LogTime
0.94,2.9107448550148742,0.01356196403503418,Diabetes,LOO-StabCP,RLM,100,-1.8676774116628072
1.0,2.8779228165078803,0.012556791305541992,Diabetes,OracleCP,RLM,1,-1.901121323682272
0.94,2.9111118278144956,1.4454960823059082,Diabetes,OracleCP,RLM,100,0.16001691895013462
1.0,2.8666118663211444,0.6880381107330322,Diabetes,FullCP,RLM,1,-0.16238750533620766
0.94,2.9172202493943042,77.26745915412903,Diabetes,FullCP,RLM,100,1.8879966312370806
1.0,2.9747158101405784,0.010091066360473633,Diabetes,SplitCP,RLM,1,-1.9960629378266135
0.94,2.8877080195581972,0.013623237609863281,Diabetes,SplitCP,RLM,100,-1.8657196685608621
1.0,2.8878141975286082,0.013457059860229492,Diabetes,RO-StabCP,RLM,1,-1.8710498157403657
0.94,2.9340146006920715,1.427490234375,Diabetes,RO-StabCP,RLM,100,0.15457314586950954
1.0,2.8899400536990805,0.013292074203491211,Diabetes,LOO-StabCP,RLM,1,-1.8764072429217031
0.94,2.9329762229177847,0.028339147567749023,Diabetes,LOO-StabCP,RLM,100,-1.5476132173274642
1.0,2.877922816507864,0.01279306411743164,Diabetes,OracleCP,RLM,1,-1.8930254234716495
0.95,2.940123226749673,1.395374059677124,Diabetes,OracleCP,RLM,100,0.14469064508443247
1.0,2.86682187141227,0.7166757583618164,Diabetes,FullCP,RLM,1,-0.1446772853417461
0.94,2.888564213176782,79.11487197875977,Diabetes,FullCP,RLM,100,1.8982581296570873
1.0,2.806046573942152,0.010752201080322266,Diabetes,SplitCP,RLM,1,-1.9685026223354696
0.95,2.9052630647880733,0.015673160552978516,Diabetes,SplitCP,RLM,100,-1.8048434175510066
1.0,2.900604186611167,0.013316869735717773,Diabetes,RO-StabCP,RLM,1,-1.8755978484591953
0.95,2.9643642990864176,1.485612154006958,Diabetes,RO-StabCP,RLM,100,0.17190544377195224
1.0,2.898543403107899,0.013638973236083984,Diabetes,LOO-StabCP,RLM,1,-1.8652183228384278
0.95,2.9633384006320425,0.016977787017822266,Diabetes,LOO-StabCP,RLM,100,-1.7701189188377875
1.0,2.877922816507932,0.013411760330200195,Diabetes,OracleCP,RLM,1,-1.8725142160694592
0.95,2.8917693916078213,1.4266669750213623,Diabetes,OracleCP,RLM,100,0.15432260816037524
1.0,2.803728266532768,0.6987907886505127,Diabetes,FullCP,RLM,1,-0.15565282845244335
0.94,2.88518912442153,82.32163786888123,Diabetes,FullCP,RLM,100,1.9155140025505497
1.0,2.7685823353907764,0.009689807891845703,Diabetes,SplitCP,RLM,1,-2.0136848330976744
0.95,3.081461779785524,0.008646249771118164,Diabetes,SplitCP,RLM,100,-2.063172222809821
1.0,2.9089486164510334,0.012284040451049805,Diabetes,RO-StabCP,RLM,1,-1.9106587621053288
0.94,2.9091504446955163,1.4137539863586426,Diabetes,RO-StabCP,RLM,100,0.150373842514322
1.0,2.9047671090767424,0.012439966201782227,Diabetes,LOO-StabCP,RLM,1,-1.9051807995808445
0.94,2.908336491794824,0.013753890991210938,Diabetes,LOO-StabCP,RLM,100,-1.8615744220547188
1.0,2.877922816507856,0.013269186019897461,Diabetes,OracleCP,RLM,1,-1.877155717520598
0.86,2.8148700441280425,1.5771021842956543,Diabetes,OracleCP,RLM,100,0.19785983323887554
1.0,2.8036703243297545,0.6854269504547119,Diabetes,FullCP,RLM,1,-0.16403882344910706
0.85,2.7895532124499414,78.7899489402771,Diabetes,FullCP,RLM,100,1.8964708190354
1.0,2.960958753822105,0.00958704948425293,Diabetes,SplitCP,RLM,1,-2.018315030980386
0.86,2.9654186273530416,0.008208990097045898,Diabetes,SplitCP,RLM,100,-2.0857102682469413
1.0,2.8920251716148524,0.011983871459960938,Diabetes,RO-StabCP,RLM,1,-1.9214028578997036
0.86,2.83359494982441,1.4375977516174316,Diabetes,RO-StabCP,RLM,100,0.15763738487101603
1.0,2.892791370598384,0.012187957763671875,Diabetes,LOO-StabCP,RLM,1,-1.9140690594572425
0.86,2.83166038023596,0.013291120529174805,Diabetes,LOO-StabCP,RLM,100,-1.876438403622852
1.0,2.87792281650787,0.012636899948120117,Diabetes,OracleCP,RLM,1,-1.898359452995985
0.92,2.886912953295787,1.4570930004119873,Diabetes,OracleCP,RLM,100,0.1634872719324893
1.0,2.8037922533292594,0.6734089851379395,Diabetes,FullCP,RLM,1,-0.17172109321999274
0.91,2.8291570961458494,83.35859489440918,Diabetes,FullCP,RLM,100,1.9209503854810297
1.0,2.895966614985089,0.009280204772949219,Diabetes,SplitCP,RLM,1,-2.032442440722871
0.92,2.8898958655094713,0.020340919494628906,Diabetes,SplitCP,RLM,100,-1.6916294190426935
1.0,2.8901031851979866,0.011801004409790039,Diabetes,RO-StabCP,RLM,1,-1.9280810273493432
0.92,2.904890299320276,1.4311983585357666,Diabetes,RO-StabCP,RLM,100,0.1556998294603314
1.0,2.8916320608824124,0.012205123901367188,Diabetes,LOO-StabCP,RLM,1,-1.9134578074465516
0.92,2.9042309593762115,0.013499736785888672,Diabetes,LOO-StabCP,RLM,100,-1.8696746991754025
1.0,2.8779228165079322,0.012641668319702148,Diabetes,OracleCP,RLM,1,-1.8981956084721685
0.93,2.894548676187026,1.456747055053711,Diabetes,OracleCP,RLM,100,0.16338414879739233
1.0,2.803156442647034,0.6712901592254639,Diabetes,FullCP,RLM,1,-0.17308971930607372
0.92,2.8402416147203904,79.92920303344727,Diabetes,FullCP,RLM,100,1.9027054826821044
1.0,2.9786506252385014,0.009826898574829102,Diabetes,SplitCP,RLM,1,-2.0075835263555635
0.93,3.0148460228415526,0.008221864700317383,Diabetes,SplitCP,RLM,100,-2.085029674282626
1.0,2.900800619024905,0.012531042098999023,Diabetes,RO-StabCP,RLM,1,-1.9020128109670753
0.93,2.92091399022175,1.3642621040344238,Diabetes,RO-StabCP,RLM,100,0.13489781562875122
1.0,2.898772062111999,0.013338088989257812,Diabetes,LOO-StabCP,RLM,1,-1.8749063893754037
0.93,2.919734107642183,0.023906230926513672,Diabetes,LOO-StabCP,RLM,100,-1.6214888896661857
1.0,2.8779228165079154,0.013321161270141602,Diabetes,OracleCP,RLM,1,-1.8754579139621688
0.9,2.874887618177105,1.3771650791168213,Diabetes,OracleCP,RLM,100,0.138986001732935
1.0,2.804888391054141,0.7167291641235352,Diabetes,FullCP,RLM,1,-0.14464492347767938
0.89,2.8269671056667245,79.55710005760193,Diabetes,FullCP,RLM,100,1.9006789442370282
1.0,2.885972586788532,0.010552167892456055,Diabetes,SplitCP,RLM,1,-1.976658307474281
0.91,2.981939085904562,0.008672952651977539,Diabetes,SplitCP,RLM,100,-2.0618330245356584
1.0,2.894888610864573,0.01230621337890625,Diabetes,RO-StabCP,RLM,1,-1.9098755588987189
0.9,2.8980252692824333,1.4317800998687744,Diabetes,RO-StabCP,RLM,100,0.15587632191947356
1.0,2.8946045616628937,0.013157129287719727,Diabetes,LOO-StabCP,RLM,1,-1.880838857720778
0.9,2.8968091235371194,0.0178830623626709,Diabetes,LOO-StabCP,RLM,100,-1.747558108955718
1.0,2.877922816507878,0.012429237365722656,Diabetes,OracleCP,RLM,1,-1.9055555180212107
0.92,2.88176990657852,1.4926929473876953,Diabetes,OracleCP,RLM,100,0.17397048088666803
1.0,2.804636378229195,0.696997880935669,Diabetes,FullCP,RLM,1,-0.15676854227407774
0.88,2.830020125834082,77.31410908699036,Diabetes,FullCP,RLM,100,1.8882587557486687
1.0,2.8008763620608517,0.009399175643920898,Diabetes,SplitCP,RLM,1,-2.026910234591325
0.88,2.789837527801798,0.009125947952270508,Diabetes,SplitCP,RLM,100,-2.039722012454238
1.0,2.8925338660137174,0.011932849884033203,Diabetes,RO-StabCP,RLM,1,-1.923255822792249
0.92,2.9074078341695078,1.4247260093688965,Diabetes,RO-StabCP,RLM,100,0.15373135272330163
1.0,2.8929053017587165,0.011900186538696289,Diabetes,LOO-StabCP,RLM,1,-1.9244462308686872
0.92,2.9059483894797125,0.013573169708251953,Diabetes,LOO-StabCP,RLM,100,-1.8673187207960387
0.0,2.877922816507906,0.012781143188476562,Diabetes,OracleCP,RLM,1,-1.8934302996797279
0.9,2.8775909484564948,1.379641056060791,Diabetes,OracleCP,RLM,100,0.13976610984390647
0.0,2.8022721578660814,0.7345468997955322,Diabetes,FullCP,RLM,1,-0.13398046989122817
0.88,2.830189723007337,80.32013320922852,Diabetes,FullCP,RLM,100,1.9048244200696804
0.0,2.7947820637228213,0.009319067001342773,Diabetes,SplitCP,RLM,1,-2.030627565806032
0.9,2.8868598887104557,0.008533000946044922,Diabetes,SplitCP,RLM,100,-2.068898206217582
0.0,2.8819980290215654,0.01179194450378418,Diabetes,RO-StabCP,RLM,1,-1.9284145733925044
0.9,2.900958312727677,1.4517247676849365,Diabetes,RO-StabCP,RLM,100,0.1618842863324123
0.0,2.882999084974854,0.011808156967163086,Diabetes,LOO-StabCP,RLM,1,-1.9278178823571048
0.9,2.89989805042942,0.02633213996887207,Diabetes,LOO-StabCP,RLM,100,-1.5795138450752033
1.0,2.877922816507906,0.012450933456420898,Diabetes,OracleCP,RLM,1,-1.9047980879436728
0.86,2.8120212621736216,1.8519690036773682,Diabetes,OracleCP,RLM,100,0.2676337136393657
1.0,2.865722898790558,0.6806190013885498,Diabetes,FullCP,RLM,1,-0.16709593052230906
0.86,2.787201005123427,80.33586478233337,Diabetes,FullCP,RLM,100,1.9049094730462062
1.0,2.802458924509646,0.009224891662597656,Diabetes,SplitCP,RLM,1,-2.0350387255062787
0.87,2.9311803473441365,0.008565902709960938,Diabetes,SplitCP,RLM,100,-2.067226862552928
1.0,2.8895983654673754,0.011677742004394531,Diabetes,RO-StabCP,RLM,1,-1.932641123818891
0.86,2.831717495809979,1.6315841674804688,Diabetes,RO-StabCP,RLM,100,0.21260948237119795
1.0,2.8911538364442824,0.011736869812011719,Diabetes,LOO-StabCP,RLM,1,-1.9304477126822361
0.86,2.8303131357884905,0.02767205238342285,Diabetes,LOO-StabCP,RLM,100,-1.5579586288698892
1.0,2.877922816507911,0.012647151947021484,Diabetes,OracleCP,RLM,1,-1.898007263654355
0.95,2.9507840912240915,1.3877251148223877,Diabetes,OracleCP,RLM,100,0.14230344815146118
1.0,2.803997019910673,0.6761279106140137,Diabetes,FullCP,RLM,1,-0.16997113598303237
0.95,2.897168354151064,80.21392798423767,Diabetes,FullCP,RLM,100,1.9042497837644734
1.0,3.0476271192279847,0.009735107421875,Diabetes,SplitCP,RLM,1,-2.011659251902537
0.95,2.9804445810443743,0.008340835571289062,Diabetes,SplitCP,RLM,100,-2.0787904402707857
1.0,2.8949753673396277,0.012964725494384766,Diabetes,RO-StabCP,RLM,1,-1.8872366742309998
0.95,2.9757896909697616,1.4524271488189697,Diabetes,RO-StabCP,RLM,100,0.1620943581643421
1.0,2.8947753633991016,0.013036012649536133,Diabetes,LOO-StabCP,RLM,1,-1.884855226787664
0.95,2.9745391282950213,0.017685890197753906,Diabetes,LOO-StabCP,RLM,100,-1.752373075614995
1.0,2.877922816507863,0.013287782669067383,Diabetes,OracleCP,RLM,1,-1.876547483687054
0.84,2.797564954929168,1.4602580070495605,Diabetes,OracleCP,RLM,100,0.16442959629019882
1.0,2.8671772996771683,0.743009090423584,Diabetes,FullCP,RLM,1,-0.1290058727849833
0.84,2.7426195723727074,82.47264409065247,Diabetes,FullCP,RLM,100,1.9163099183605388
1.0,3.0452340682425043,0.009571075439453125,Diabetes,SplitCP,RLM,1,-2.019039260637051
0.84,2.7482753591918625,0.011126041412353516,Diabetes,SplitCP,RLM,100,-1.9536593279002112
1.0,2.892756783734785,0.011881113052368164,Diabetes,RO-StabCP,RLM,1,-1.9251428716563281
0.84,2.818344224527227,1.4002611637115479,Diabetes,RO-StabCP,RLM,100,0.14620904380747773
1.0,2.893268227757654,0.011871099472045898,Diabetes,LOO-StabCP,RLM,1,-1.9255090558954788
0.84,2.8175290199056353,0.018774747848510742,Diabetes,LOO-StabCP,RLM,100,-1.726425887012782
1.0,2.877922816507834,0.012695074081420898,Diabetes,OracleCP,RLM,1,-1.8963647604808116
0.95,2.948110795575902,1.485795021057129,Diabetes,OracleCP,RLM,100,0.1719588986815169
1.0,2.8033922828232445,0.8355998992919922,Diabetes,FullCP,RLM,1,-0.07800162103368058
0.93,2.8902785229532046,80.78908491134644,Diabetes,FullCP,RLM,100,1.9073526889554897
1.0,2.969721815821832,0.010029077529907227,Diabetes,SplitCP,RLM,1,-1.9987390113559569
0.89,2.758538997003225,0.008473873138427734,Diabetes,SplitCP,RLM,100,-2.0719180420689463
1.0,2.8903948500431786,0.012556791305541992,Diabetes,RO-StabCP,RLM,1,-1.901121323682272
0.95,2.972116121809381,1.4776849746704102,Diabetes,RO-StabCP,RLM,100,0.16958185737083703
1.0,2.8917638544092745,0.012512922286987305,Diabetes,LOO-StabCP,RLM,1,-1.9026412526643783
0.95,2.9713614420756835,0.013466835021972656,Diabetes,LOO-StabCP,RLM,100,-1.8707344602533624
1.0,2.877922816507892,0.013236045837402344,Diabetes,OracleCP,RLM,1,-1.8782417375157783
0.87,2.8469732606887677,1.4955332279205322,Diabetes,OracleCP,RLM,100,0.17479606667674494
1.0,2.8048728916139005,0.7199850082397461,Diabetes,FullCP,RLM,1,-0.14267654649447767
0.86,2.786287532676904,85.05204200744629,Diabetes,FullCP,RLM,100,1.9296847450140775
1.0,2.690480526475856,0.009674072265625,Diabetes,SplitCP,RLM,1,-2.0143906727419663
0.85,2.7170637983180526,0.008496999740600586,Diabetes,SplitCP,RLM,100,-2.0707343950052297
1.0,2.9097147977134488,0.012403249740600586,Diabetes,RO-StabCP,RLM,1,-1.9064645116520302
0.87,2.8645955689725207,1.4370460510253906,Diabetes,RO-StabCP,RLM,100,0.15747068559125993
1.0,2.903995981042683,0.012856006622314453,Diabetes,LOO-StabCP,RLM,1,-1.8908939125333022
0.87,2.864019659100435,0.018728971481323242,Diabetes,LOO-StabCP,RLM,100,-1.7274860716504192
1.0,2.877922816507894,0.012365102767944336,Diabetes,OracleCP,RLM,1,-1.9078022698109192
0.92,2.889599446844942,1.4653620719909668,Diabetes,OracleCP,RLM,100,0.16594494649177988
1.0,2.8048999343592698,0.6674396991729736,Diabetes,FullCP,RLM,1,-0.17558796516849162
0.91,2.8337388812246704,82.08772420883179,Diabetes,FullCP,RLM,100,1.9142782154997067
1.0,2.8934543871039438,0.008893966674804688,Diabetes,SplitCP,RLM,1,-2.0509045021611505
0.93,3.02800797083363,0.008648872375488281,Diabetes,SplitCP,RLM,100,-2.063040511382144
1.0,2.8896412093923436,0.011688947677612305,Diabetes,RO-StabCP,RLM,1,-1.932224585363185
0.92,2.906627195498167,1.4188730716705322,Diabetes,RO-StabCP,RLM,100,0.15194354645208888
1.0,2.8911286458211545,0.011713027954101562,Diabetes,LOO-StabCP,RLM,1,-1.9313308202334747
0.92,2.906290226782598,0.014139175415039062,Diabetes,LOO-StabCP,RLM,100,-1.8495759174939008
1.0,2.8779228165079465,0.013138055801391602,Diabetes,OracleCP,RLM,1,-1.8814688978811855
0.91,2.8898863349839146,1.4471499919891357,Diabetes,OracleCP,RLM,100,0.16051354654218414
1.0,2.804700142076952,0.7658021450042725,Diabetes,FullCP,RLM,1,-0.11588342153205732
0.89,2.835354251283578,78.11731600761414,Diabetes,FullCP,RLM,100,1.8927473131730712
1.0,2.8658566580391214,0.010084152221679688,Diabetes,SplitCP,RLM,1,-1.9963606072105313
0.91,2.8931320962710934,0.00825810432434082,Diabetes,SplitCP,RLM,100,-2.083119634999781
1.0,2.895161761213513,0.01289677619934082,Diabetes,RO-StabCP,RLM,1,-1.8895188365078022
0.91,2.91402168135708,1.455786943435669,Diabetes,RO-StabCP,RLM,100,0.16309781999021142
1.0,2.8949055646095294,0.013061761856079102,Diabetes,LOO-StabCP,RLM,1,-1.8839982386225416
0.91,2.9129076097768847,0.015928983688354492,Diabetes,LOO-StabCP,RLM,100,-1.797811932461254
1.0,2.8779228165079513,0.013402938842773438,Diabetes,OracleCP,RLM,1,-1.8727999640784239
0.95,2.9609550022832662,1.6027488708496094,Diabetes,OracleCP,RLM,100,0.20486547959167237
1.0,2.804891395792136,0.6836240291595459,Diabetes,FullCP,RLM,1,-0.16518268037495915
0.95,2.9077144034826636,80.45200896263123,Diabetes,FullCP,RLM,100,1.9055368933137513
1.0,2.9938753935520284,0.009259939193725586,Diabetes,SplitCP,RLM,1,-2.0333918651448637
0.93,2.7967954109618822,0.008424043655395508,Diabetes,SplitCP,RLM,100,-2.0744793911995583
1.0,2.893476336440213,0.011698007583618164,Diabetes,RO-StabCP,RLM,1,-1.9318881014269234
0.95,2.982177587140039,1.4096341133117676,Diabetes,RO-StabCP,RLM,100,0.1491064011728206
1.0,2.893657140413901,0.011674165725708008,Diabetes,LOO-StabCP,RLM,1,-1.932774145765483
0.95,2.9814209428891125,0.016010046005249023,Diabetes,LOO-StabCP,RLM,100,-1.7956074201233558
1.0,2.8779228165078634,0.013103723526000977,Diabetes,OracleCP,RLM,1,-1.8826052786177563
0.92,2.8808384265262736,1.405993938446045,Diabetes,OracleCP,RLM,100,0.1479834483473122
1.0,2.8672332735658124,0.6461868286132812,Diabetes,FullCP,RLM,1,-0.1896418985605124
0.91,2.8258096825947767,80.4038438796997,Diabetes,FullCP,RLM,100,1.9052768116320082
1.0,3.001667573162844,0.00935816764831543,Diabetes,SplitCP,RLM,1,-2.0288091788397016
0.9,2.6710417681077847,0.009261846542358398,Diabetes,SplitCP,RLM,100,-2.033302419018985
1.0,2.892392118296697,0.011842012405395508,Diabetes,RO-StabCP,RLM,1,-1.9265744882977618
0.92,2.90149670999597,1.4085431098937988,Diabetes,RO-StabCP,RLM,100,0.14877014354932533
1.0,2.8929464138699066,0.011838912963867188,Diabetes,LOO-StabCP,RLM,1,-1.9266881722302456
0.92,2.899716512205974,0.013393878936767578,Diabetes,LOO-StabCP,RLM,100,-1.8730936308389476
1.0,2.877922816507879,0.012254953384399414,Diabetes,OracleCP,RLM,1,-1.9116883363855148
0.9,2.874816157271019,1.4866857528686523,Diabetes,OracleCP,RLM,100,0.1722191795388886
1.0,2.867222315698628,0.6714370250701904,Diabetes,FullCP,RLM,1,-0.17299471411522757
0.89,2.8323722107094587,81.25788593292236,Diabetes,FullCP,RLM,100,1.9098655192012044
1.0,2.6463490459789507,0.009752988815307617,Diabetes,SplitCP,RLM,1,-2.01086227383127
0.88,2.7280451032552135,0.00848078727722168,Diabetes,SplitCP,RLM,100,-2.0715638300212653
1.0,2.8968337059868374,0.012369155883789062,Diabetes,RO-StabCP,RLM,1,-1.9076599371955438
0.9,2.8966464395811005,1.4464209079742432,Diabetes,RO-StabCP,RLM,100,0.16029469089139187
1.0,2.8960211221354464,0.01248788833618164,Diabetes,LOO-StabCP,RLM,1,-1.9035109932894054
0.9,2.8960133569316313,0.01368093490600586,Diabetes,LOO-StabCP,RLM,100,-1.8638842234751134
1.0,2.877922816507912,0.012542963027954102,Diabetes,OracleCP,RLM,1,-1.9015998578685804
0.95,2.9659188171311244,1.4279789924621582,Diabetes,OracleCP,RLM,100,0.15472181841713595
1.0,2.8047476722202402,0.6598770618438721,Diabetes,FullCP,RLM,1,-0.18053696799758906
0.94,2.9141419901024164,78.29096484184265,Diabetes,FullCP,RLM,100,1.8937116452540885
1.0,2.8466745267714817,0.009286880493164062,Diabetes,SplitCP,RLM,1,-2.0321301430697485
0.95,2.9910358610700425,0.008334636688232422,Diabetes,SplitCP,RLM,100,-2.0791133265780006
1.0,2.8980742378561875,0.011730194091796875,Diabetes,RO-StabCP,RLM,1,-1.930694801840226
0.95,2.9889226250391756,1.6212050914764404,Diabetes,RO-StabCP,RLM,100,0.20983795899554403
1.0,2.8965018494708135,0.011844873428344727,Diabetes,LOO-StabCP,RLM,1,-1.9264695756896453
0.95,2.987447416729328,0.013833999633789062,Diabetes,LOO-StabCP,RLM,100,-1.8590522401538965
1.0,2.8779228165079385,0.012559890747070312,Diabetes,OracleCP,RLM,1,-1.90101413831784
0.91,2.8839622658136723,1.9622089862823486,Diabetes,OracleCP,RLM,100,0.2927452603098503
1.0,2.804373803030968,0.66975998878479,Diabetes,FullCP,RLM,1,-0.17408080061371978
0.89,2.8275904128920093,81.43380904197693,Diabetes,FullCP,RLM,100,1.910804749261987
1.0,2.9009192397073753,0.010556936264038086,Diabetes,SplitCP,RLM,1,-1.9764621004267804
0.91,2.8955620619077,0.009346961975097656,Diabetes,SplitCP,RLM,100,-2.029329524084524
1.0,2.889669878719127,0.013025045394897461,Diabetes,RO-StabCP,RLM,1,-1.8852207544223636
0.91,2.9003728290364665,1.4268150329589844,Diabetes,RO-StabCP,RLM,100,0.15436767642797888
1.0,2.891231147931727,0.012573957443237305,Diabetes,LOO-StabCP,RLM,1,-1.9005280138600547
0.91,2.900285123141023,0.013641119003295898,Diabetes,LOO-StabCP,RLM,100,-1.8651500023317866
1.0,2.877922816507899,0.012845754623413086,Diabetes,OracleCP,RLM,1,-1.8912403780338498
0.92,2.8903044045030937,1.3923940658569336,Diabetes,OracleCP,RLM,100,0.1437621637281081
1.0,2.804021974872319,0.6774420738220215,Diabetes,FullCP,RLM,1,-0.16912783417307897
0.91,2.832521880341102,81.60268187522888,Diabetes,FullCP,RLM,100,1.9117044320929972
1.0,2.9840887666303253,0.009335994720458984,Diabetes,SplitCP,RLM,1,-2.0298394025578212
0.85,2.637474359511525,0.021179914474487305,Diabetes,SplitCP,RLM,100,-1.674075797926986
1.0,2.8920957900937974,0.011827230453491211,Diabetes,RO-StabCP,RLM,1,-1.9271169408820452
0.92,2.912077589829437,1.4296610355377197,Diabetes,RO-StabCP,RLM,100,0.15523308092973148
1.0,2.8929064490206398,0.011808156967163086,Diabetes,LOO-StabCP,RLM,1,-1.9278178823571048
0.92,2.9114979623106443,0.01372075080871582,Diabetes,LOO-StabCP,RLM,100,-1.8626221230927773
1.0,2.877922816507859,0.012514829635620117,Diabetes,OracleCP,RLM,1,-1.9025750580664407
0.9,2.8775460763298017,1.4370219707489014,Diabetes,OracleCP,RLM,100,0.15746340814958285
1.0,2.866524808128448,0.6851909160614014,Diabetes,FullCP,RLM,1,-0.16418840334014997
0.9,2.8197347816502787,85.75998401641846,Diabetes,FullCP,RLM,100,1.9332846914067416
1.0,2.905042544824539,0.010756969451904297,Diabetes,SplitCP,RLM,1,-1.9683100647008958
0.9,2.8424347048452567,0.00972294807434082,Diabetes,SplitCP,RLM,100,-2.0122020336030046
1.0,2.8972366286787983,0.012974977493286133,Diabetes,RO-StabCP,RLM,1,-1.8868933868167004
0.9,2.897410594779376,1.4707331657409668,Diabetes,RO-StabCP,RLM,100,0.16753388608029218
1.0,2.8964303306577506,0.012064933776855469,Diabetes,LOO-StabCP,RLM,1,-1.918475057545098
0.9,2.8972491770048556,0.013489961624145508,Diabetes,LOO-StabCP,RLM,100,-1.8699892857947784
1.0,2.877922816507938,0.01301121711730957,Diabetes,OracleCP,RLM,1,-1.8856820760281447
0.89,2.870262986431012,1.5296859741210938,Diabetes,OracleCP,RLM,100,0.1846022846058528
0.0,2.8647595775184977,0.6717321872711182,Diabetes,FullCP,RLM,1,-0.17280384119167494
0.89,2.822161541916081,81.3448920249939,Diabetes,FullCP,RLM,100,1.9103302870207883
0.0,2.700829399292071,0.009007930755615234,Diabetes,SplitCP,RLM,1,-2.0453749609218796
0.86,2.7605731187428653,0.008404970169067383,Diabetes,SplitCP,RLM,100,-2.0754638236203955
1.0,2.8871636094159516,0.011766910552978516,Diabetes,RO-StabCP,RLM,1,-1.9293375478546346
0.89,2.888263933590038,1.4882700443267822,Diabetes,RO-StabCP,RLM,100,0.17268174043050583
1.0,2.886417050102718,0.011892080307006836,Diabetes,LOO-StabCP,RLM,1,-1.924742166674284
0.89,2.8875329632050084,0.01413416862487793,Diabetes,LOO-StabCP,RLM,100,-1.8497297317267476
1.0,2.8779228165078554,0.013544797897338867,Diabetes,OracleCP,RLM,1,-1.868227470713894
0.96,2.909665811552342,1.384979009628296,Diabetes,OracleCP,RLM,100,0.1414431913992517
1.0,2.803050118484022,0.6808037757873535,Diabetes,FullCP,RLM,1,-0.16697804428794383
0.94,2.9124496723325395,79.61197400093079,Diabetes,FullCP,RLM,100,1.900978392504515
1.0,2.8842031877166434,0.009730100631713867,Diabetes,SplitCP,RLM,1,-2.0118826681004007
0.97,3.094412358672408,0.008499860763549805,Diabetes,SplitCP,RLM,100,-2.070588188417151
1.0,2.8888041083368394,0.011851072311401367,Diabetes,RO-StabCP,RLM,1,-1.9262423519445844
0.94,2.9315914702801087,1.4220900535583496,Diabetes,RO-StabCP,RLM,100,0.15292709887274328
1.0,2.8906326841569,0.011848926544189453,Diabetes,LOO-StabCP,RLM,1,-1.9263209928650171
0.94,2.9308926432853313,0.024482011795043945,Diabetes,LOO-StabCP,RLM,100,-1.6111528971642641
0.0,2.877922816507911,0.012420177459716797,Diabetes,OracleCP,RLM,1,-1.9058721989078142
0.89,2.852112171311719,1.4467058181762695,Diabetes,OracleCP,RLM,100,0.16038022805632804
0.0,2.802097808980788,0.6868879795074463,Diabetes,FullCP,RLM,1,-0.1631140836807277
0.85,2.811674046163398,81.90327906608582,Diabetes,FullCP,RLM,100,1.9133012894502763
0.0,2.907862288576856,0.008982181549072266,Diabetes,SplitCP,RLM,1,-2.0466181711655937
0.88,2.846720825291792,0.009952068328857422,Diabetes,SplitCP,RLM,100,-2.0020866508662927
0.0,2.8861201233037845,0.011815786361694336,Diabetes,RO-StabCP,RLM,1,-1.9275373699960436
0.88,2.8699246373769274,1.476923942565918,Diabetes,RO-StabCP,RLM,100,0.1693581309419934
0.0,2.8858181561790146,0.011851072311401367,Diabetes,LOO-StabCP,RLM,1,-1.9262423519445844
0.88,2.8697843240027328,0.030987977981567383,Diabetes,LOO-StabCP,RLM,100,-1.5088067612920952
1.0,2.8779228165078323,0.012347936630249023,Diabetes,OracleCP,RLM,1,-1.908405607988435
0.87,2.8448246917434825,1.4005281925201416,Diabetes,OracleCP,RLM,100,0.14629185556065355
1.0,2.8043347074038847,0.6925199031829834,Diabetes,FullCP,RLM,1,-0.1595677403597914
0.87,2.788264694382162,77.91972088813782,Diabetes,FullCP,RLM,100,1.8916473882114384
1.0,2.883267604716975,0.010174989700317383,Diabetes,SplitCP,RLM,1,-1.9924660217192132
0.89,2.8813418755968256,0.008507966995239258,Diabetes,SplitCP,RLM,100,-2.0701742035146387
1.0,2.8932313605348425,0.01292109489440918,Diabetes,RO-StabCP,RLM,1,-1.888700683983883
0.87,2.863577867400852,1.4070701599121094,Diabetes,RO-StabCP,RLM,100,0.14831575294505978
1.0,2.893573904230968,0.012470722198486328,Diabetes,LOO-StabCP,RLM,1,-1.9041083951393087
0.87,2.8630873344466043,0.024372100830078125,Diabetes,LOO-StabCP,RLM,100,-1.6131070338195215
1.0,2.8779228165079096,0.01318812370300293,Diabetes,OracleCP,RLM,1,-1.879816987880143
0.82,2.7697766359961826,1.3807120323181152,Diabetes,OracleCP,RLM,100,0.1401031095589806
1.0,2.866390082384636,0.6863658428192139,Diabetes,FullCP,RLM,1,-0.16344433740329403
0.8,2.746301810017517,76.48047208786011,Diabetes,FullCP,RLM,100,1.883550560027979
1.0,2.890059871161022,0.009305238723754883,Diabetes,SplitCP,RLM,1,-2.031272480665451
0.77,2.630465032908926,0.01460719108581543,Diabetes,SplitCP,RLM,100,-1.8354332894191558
1.0,2.8924425278714647,0.011738061904907227,Diabetes,RO-StabCP,RLM,1,-1.930403604407663
0.82,2.789993893371054,1.3322770595550537,Diabetes,RO-StabCP,RLM,100,0.12459454985203565
1.0,2.893008958450241,0.01184988021850586,Diabetes,LOO-StabCP,RLM,1,-1.9262860395867767
